Day;Category Title;% de total Eventos
16/4/2018;Comedy;7,462686567%
17/4/2018;Comedy;7,575757576%
18/4/2018;Comedy;7,8125%
19/4/2018;Comedy;7,692307692%
20/4/2018;Comedy;7,575757576%
21/4/2018;Comedy;7,462686567%
22/4/2018;Comedy;7,575757576%
23/4/2018;Comedy;7,352941176%
24/4/2018;Comedy;7,575757576%
25/4/2018;Comedy;7,462686567%
26/4/2018;Comedy;7,8125%
27/4/2018;Comedy;7,692307692%
28/4/2018;Comedy;7,575757576%
29/4/2018;Comedy;7,692307692%
30/4/2018;Comedy;7,575757576%
1/5/2018;Comedy;7,692307692%
2/5/2018;Comedy;7,8125%
3/5/2018;Comedy;7,936507937%
4/5/2018;Comedy;7,692307692%
5/5/2018;Comedy;7,462686567%
6/5/2018;Comedy;8,064516129%
7/5/2018;Comedy;8,064516129%
8/5/2018;Comedy;7,936507937%
9/5/2018;Comedy;7,575757576%
10/5/2018;Comedy;7,8125%
11/5/2018;Comedy;7,246376812%
12/5/2018;Comedy;7,462686567%
13/5/2018;Comedy;7,352941176%
14/5/2018;Comedy;7,8125%
15/5/2018;Comedy;7,462686567%
16/5/2018;Comedy;7,575757576%
17/5/2018;Comedy;7,692307692%
18/5/2018;Comedy;7,352941176%
19/5/2018;Comedy;7,936507937%
20/5/2018;Comedy;8,474576271%
21/5/2018;Comedy;7,462686567%
22/5/2018;Comedy;7,575757576%
23/5/2018;Comedy;7,575757576%
24/5/2018;Comedy;7,462686567%
25/5/2018;Comedy;7,352941176%
26/5/2018;Comedy;7,575757576%
27/5/2018;Comedy;7,462686567%
28/5/2018;Comedy;7,8125%
29/5/2018;Comedy;7,8125%
30/5/2018;Comedy;7,575757576%
31/5/2018;Comedy;7,462686567%
1/6/2018;Comedy;7,352941176%
2/6/2018;Comedy;7,575757576%
3/6/2018;Comedy;7,246376812%
4/6/2018;Comedy;7,575757576%
5/6/2018;Comedy;7,462686567%
6/6/2018;Comedy;7,575757576%
7/6/2018;Comedy;7,692307692%
8/6/2018;Comedy;7,936507937%
9/6/2018;Comedy;7,936507937%
10/6/2018;Comedy;7,936507937%
11/6/2018;Comedy;7,8125%
12/6/2018;Comedy;7,692307692%
13/6/2018;Comedy;7,692307692%
14/6/2018;Comedy;7,462686567%
14/11/2017;Autos & Vehicles;7,407407407%
15/11/2017;Autos & Vehicles;7,142857143%
16/11/2017;Autos & Vehicles;7,142857143%
17/11/2017;Autos & Vehicles;5,555555556%
18/11/2017;Autos & Vehicles;7,142857143%
19/11/2017;Autos & Vehicles;5,660377358%
20/11/2017;Autos & Vehicles;5,660377358%
21/11/2017;Autos & Vehicles;5,555555556%
22/11/2017;Autos & Vehicles;5,769230769%
23/11/2017;Autos & Vehicles;7,407407407%
24/11/2017;Autos & Vehicles;5,660377358%
25/11/2017;Autos & Vehicles;7,272727273%
26/11/2017;Autos & Vehicles;7,407407407%
27/11/2017;Autos & Vehicles;7,407407407%
28/11/2017;Autos & Vehicles;5,555555556%
29/11/2017;Autos & Vehicles;5,555555556%
30/11/2017;Autos & Vehicles;5,882352941%
1/12/2017;Autos & Vehicles;5,454545455%
2/12/2017;Autos & Vehicles;5,454545455%
3/12/2017;Autos & Vehicles;7,547169811%
4/12/2017;Autos & Vehicles;7,407407407%
5/12/2017;Autos & Vehicles;7,272727273%
6/12/2017;Autos & Vehicles;7,142857143%
7/12/2017;Autos & Vehicles;7,142857143%
8/12/2017;Autos & Vehicles;7,407407407%
9/12/2017;Autos & Vehicles;7,017543860%
10/12/2017;Autos & Vehicles;7,272727273%
11/12/2017;Autos & Vehicles;5,769230769%
12/12/2017;Autos & Vehicles;7,272727273%
13/12/2017;Autos & Vehicles;5,660377358%
14/12/2017;Autos & Vehicles;3,921568627%
15/12/2017;Autos & Vehicles;2%
16/12/2017;Autos & Vehicles;7,142857143%
17/12/2017;Autos & Vehicles;7,547169811%
18/12/2017;Autos & Vehicles;5,769230769%
19/12/2017;Autos & Vehicles;5,454545455%
20/12/2017;Autos & Vehicles;5,660377358%
21/12/2017;Autos & Vehicles;5,555555556%
22/12/2017;Autos & Vehicles;5,660377358%
23/12/2017;Autos & Vehicles;5,555555556%
24/12/2017;Autos & Vehicles;4,081632653%
25/12/2017;Autos & Vehicles;3,921568627%
26/12/2017;Autos & Vehicles;5,769230769%
27/12/2017;Autos & Vehicles;5,660377358%
28/12/2017;Autos & Vehicles;5,555555556%
29/12/2017;Autos & Vehicles;5,454545455%
30/12/2017;Autos & Vehicles;5,454545455%
31/12/2017;Autos & Vehicles;5,882352941%
1/1/2018;Autos & Vehicles;5,769230769%
2/1/2018;Autos & Vehicles;5,660377358%
3/1/2018;Autos & Vehicles;5,660377358%
4/1/2018;Autos & Vehicles;5,555555556%
5/1/2018;Autos & Vehicles;5,555555556%
6/1/2018;Autos & Vehicles;5,769230769%
7/1/2018;Autos & Vehicles;3,921568627%
8/1/2018;Autos & Vehicles;5,660377358%
9/1/2018;Autos & Vehicles;5,769230769%
12/1/2018;Autos & Vehicles;5,454545455%
13/1/2018;Autos & Vehicles;3,773584906%
14/1/2018;Autos & Vehicles;5,769230769%
15/1/2018;Autos & Vehicles;3,846153846%
16/1/2018;Autos & Vehicles;3,921568627%
17/1/2018;Autos & Vehicles;5,454545455%
18/1/2018;Autos & Vehicles;5,555555556%
19/1/2018;Autos & Vehicles;5,769230769%
20/1/2018;Autos & Vehicles;3,846153846%
21/1/2018;Autos & Vehicles;7,843137255%
22/1/2018;Autos & Vehicles;7,692307692%
23/1/2018;Autos & Vehicles;7,407407407%
24/1/2018;Autos & Vehicles;5,882352941%
25/1/2018;Autos & Vehicles;5,769230769%
26/1/2018;Autos & Vehicles;5,660377358%
27/1/2018;Autos & Vehicles;5,769230769%
28/1/2018;Autos & Vehicles;5,882352941%
29/1/2018;Autos & Vehicles;5,555555556%
30/1/2018;Autos & Vehicles;5,357142857%
31/1/2018;Autos & Vehicles;5,263157895%
1/2/2018;Autos & Vehicles;5,555555556%
2/2/2018;Autos & Vehicles;5,555555556%
3/2/2018;Autos & Vehicles;5,882352941%
4/2/2018;Autos & Vehicles;6%
5/2/2018;Autos & Vehicles;7,547169811%
6/2/2018;Autos & Vehicles;5,555555556%
7/2/2018;Autos & Vehicles;6,153846154%
8/2/2018;Autos & Vehicles;6,349206349%
9/2/2018;Autos & Vehicles;7,352941176%
10/2/2018;Autos & Vehicles;6,153846154%
11/2/2018;Autos & Vehicles;6,349206349%
12/2/2018;Autos & Vehicles;6,25%
13/2/2018;Autos & Vehicles;5,970149254%
14/2/2018;Autos & Vehicles;6,153846154%
15/2/2018;Autos & Vehicles;6,153846154%
16/2/2018;Autos & Vehicles;5,882352941%
17/2/2018;Autos & Vehicles;6,153846154%
18/2/2018;Autos & Vehicles;6,25%
19/2/2018;Autos & Vehicles;6,25%
20/2/2018;Autos & Vehicles;6,153846154%
21/2/2018;Autos & Vehicles;6,153846154%
22/2/2018;Autos & Vehicles;4,615384615%
23/2/2018;Autos & Vehicles;6,25%
24/2/2018;Autos & Vehicles;5,970149254%
25/2/2018;Autos & Vehicles;6,25%
26/2/2018;Autos & Vehicles;7,692307692%
27/2/2018;Autos & Vehicles;7,575757576%
28/2/2018;Autos & Vehicles;5,797101449%
1/3/2018;Autos & Vehicles;7,936507937%
2/3/2018;Autos & Vehicles;7,575757576%
3/3/2018;Autos & Vehicles;7,8125%
4/3/2018;Autos & Vehicles;7,692307692%
5/3/2018;Autos & Vehicles;7,575757576%
6/3/2018;Autos & Vehicles;7,8125%
7/3/2018;Autos & Vehicles;4,545454545%
8/3/2018;Autos & Vehicles;6,349206349%
9/3/2018;Autos & Vehicles;4,6875%
10/3/2018;Autos & Vehicles;4,838709677%
11/3/2018;Autos & Vehicles;4,838709677%
12/3/2018;Autos & Vehicles;6,153846154%
13/3/2018;Autos & Vehicles;5,970149254%
14/3/2018;Autos & Vehicles;5,970149254%
15/3/2018;Autos & Vehicles;3,703703704%
16/3/2018;Autos & Vehicles;4,761904762%
17/3/2018;Autos & Vehicles;4,761904762%
18/3/2018;Autos & Vehicles;4,838709677%
19/3/2018;Autos & Vehicles;4,761904762%
20/3/2018;Autos & Vehicles;4,761904762%
21/3/2018;Autos & Vehicles;4,6875%
22/3/2018;Autos & Vehicles;3,174603175%
23/3/2018;Autos & Vehicles;4,6875%
24/3/2018;Autos & Vehicles;4,615384615%
25/3/2018;Autos & Vehicles;6,25%
26/3/2018;Autos & Vehicles;4,615384615%
27/3/2018;Autos & Vehicles;3,030303030%
28/3/2018;Autos & Vehicles;3,278688525%
29/3/2018;Autos & Vehicles;4,761904762%
30/3/2018;Autos & Vehicles;4,761904762%
31/3/2018;Autos & Vehicles;4,918032787%
1/4/2018;Autos & Vehicles;6,153846154%
2/4/2018;Autos & Vehicles;7,575757576%
3/4/2018;Autos & Vehicles;7,8125%
4/4/2018;Autos & Vehicles;4,6875%
5/4/2018;Autos & Vehicles;6,060606061%
6/4/2018;Autos & Vehicles;6,349206349%
7/4/2018;Autos & Vehicles;6,557377049%
14/4/2018;Autos & Vehicles;6,153846154%
15/4/2018;Autos & Vehicles;4,615384615%
16/4/2018;Autos & Vehicles;7,462686567%
17/4/2018;Autos & Vehicles;4,545454545%
18/4/2018;Autos & Vehicles;6,25%
19/4/2018;Autos & Vehicles;7,692307692%
20/4/2018;Autos & Vehicles;6,060606061%
21/4/2018;Autos & Vehicles;5,970149254%
22/4/2018;Autos & Vehicles;4,545454545%
23/4/2018;Autos & Vehicles;4,411764706%
24/4/2018;Autos & Vehicles;7,575757576%
25/4/2018;Autos & Vehicles;7,462686567%
26/4/2018;Autos & Vehicles;3,125%
27/4/2018;Autos & Vehicles;4,615384615%
28/4/2018;Autos & Vehicles;6,060606061%
29/4/2018;Autos & Vehicles;6,153846154%
30/4/2018;Autos & Vehicles;4,545454545%
1/5/2018;Autos & Vehicles;4,615384615%
2/5/2018;Autos & Vehicles;4,6875%
3/5/2018;Autos & Vehicles;4,761904762%
4/5/2018;Autos & Vehicles;4,615384615%
5/5/2018;Autos & Vehicles;4,477611940%
6/5/2018;Autos & Vehicles;4,838709677%
7/5/2018;Autos & Vehicles;3,225806452%
8/5/2018;Autos & Vehicles;4,761904762%
9/5/2018;Autos & Vehicles;4,545454545%
10/5/2018;Autos & Vehicles;6,25%
11/5/2018;Autos & Vehicles;5,797101449%
12/5/2018;Autos & Vehicles;5,970149254%
13/5/2018;Autos & Vehicles;5,882352941%
14/5/2018;Autos & Vehicles;4,6875%
15/5/2018;Autos & Vehicles;5,970149254%
16/5/2018;Autos & Vehicles;6,060606061%
17/5/2018;Autos & Vehicles;4,615384615%
18/5/2018;Autos & Vehicles;5,882352941%
19/5/2018;Autos & Vehicles;4,761904762%
20/5/2018;Autos & Vehicles;5,084745763%
21/5/2018;Autos & Vehicles;5,970149254%
22/5/2018;Autos & Vehicles;3,030303030%
23/5/2018;Autos & Vehicles;3,030303030%
24/5/2018;Autos & Vehicles;4,477611940%
25/5/2018;Autos & Vehicles;4,411764706%
26/5/2018;Autos & Vehicles;4,545454545%
27/5/2018;Autos & Vehicles;2,985074627%
28/5/2018;Autos & Vehicles;1,5625%
29/5/2018;Autos & Vehicles;3,125%
30/5/2018;Autos & Vehicles;4,545454545%
31/5/2018;Autos & Vehicles;4,477611940%
1/6/2018;Autos & Vehicles;4,411764706%
2/6/2018;Autos & Vehicles;3,030303030%
3/6/2018;Autos & Vehicles;4,347826087%
4/6/2018;Autos & Vehicles;4,545454545%
5/6/2018;Autos & Vehicles;4,477611940%
6/6/2018;Autos & Vehicles;3,030303030%
7/6/2018;Autos & Vehicles;1,538461538%
8/6/2018;Autos & Vehicles;3,174603175%
9/6/2018;Autos & Vehicles;4,761904762%
10/6/2018;Autos & Vehicles;4,761904762%
11/6/2018;Autos & Vehicles;4,6875%
12/6/2018;Autos & Vehicles;4,615384615%
13/6/2018;Autos & Vehicles;3,076923077%
14/6/2018;Autos & Vehicles;4,477611940%
